Segment,Timestamp,Child_IBI,Child_IBI_Norm,Parent_IBI,Parent_IBI_Norm,Proximity,Proximity_Norm,Child_ST,Child_IT,Child_V,Child_P,Child_SP,Child_NSS,Child_ISS,Parent_ST,Parent_IT,Parent_V,Parent_P,Parent_SP,Parent_NSS,Parent_ISS,Supported_JE,Coordinated_JE
1,2016-09-16 10:51:27.000,665.8494988225049,0.4823172066458475,1170.1670780175527,1.0,343.3326288374951,0.2434150185632076,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1,2016-09-16 10:51:27.250,532.3788099803667,0.30112569848795573,1085.1420793576094,0.8922026498457369,272.5603694690945,0.1927132153230246,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1,2016-09-16 10:51:27.500,463.09306287156056,0.20706767630048478,1018.820137387642,0.8081176193943873,279.2049008170157,0.1974734098403689,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1,2016-09-16 10:51:27.750,440.6182356292188,0.17655724828850078,968.82169178649,0.7447280277145059,256.61532485729134,0.1812900599542623,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1,2016-09-16 10:51:28.000,447.5799492480099,0.18600803782809777,932.7670576947754,0.6990168359812041,267.920965223255,0.1893895096320734,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1,2016-09-16 10:51:28.250,466.6038724577647,0.21183373309765835,908.2763967109122,0.667966810703984,367.9147131310767,0.261025817090904,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1,2016-09-16 10:51:28.500,480.31576601580224,0.2304481472063606,892.9699586595527,0.6485608302483292,499.91928357257547,0.3555949295801695,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1,2016-09-16 10:51:28.750,473.0976208954729,0.2206492422048147,884.468058681362,0.6377818557894055,555.1006431402308,0.3951272895796053,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1,2016-09-16 10:51:29.000,454.66031277873776,0.19561989911066052,880.3909600025735,0.6326127826836401,620.3788533028533,0.4418931127576961,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1,2016-09-16 10:51:29.250,450.36752231778,0.18979227370036006,878.3589124478647,0.6300364892965489,632.9515765055486,0.450900310545435,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,2016-09-16 10:51:29.500,461.20397462589807,0.20450316755894554,875.9921814444373,0.627035873775015,497.5482005430079,0.3538962670490571,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,2016-09-16 10:51:29.750,476.6562068743294,0.22548015726198628,870.9110302185322,0.6205938314754755,315.19229342461847,0.22325506094776,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,2016-09-16 10:51:30.000,484.370590644097,0.2359527249986087,860.7357427057439,0.6076932840103322,429.2683620120628,0.3049800536998875,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,2016-09-16 10:51:30.250,476.65834429574494,0.22548305889239822,843.1631134504205,0.5854141555325616,571.8569141010115,0.4071316138851258,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,2016-09-16 10:51:30.500,465.5849925844798,0.2104505651341621,819.5342281975035,0.5554567164557223,527.9338098791717,0.3756647565623807,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
1,2016-09-16 10:51:30.750,461.5783731892564,0.20501142776900022,796.3526723402607,0.5260664155648258,374.52562676308605,0.2657619276121634,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
1,2016-09-16 10:51:31.000,458.7511180095418,0.20117332193165344,780.4872364731715,0.5059517202108774,322.8203844053117,0.2287198853217859,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
1,2016-09-16 10:51:31.250,455.2277702638862,0.19639024410881317,775.0384237164952,0.49904354513397303,300.67475544670003,0.21285458255895,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
1,2016-09-16 10:51:31.500,459.65090471852375,0.20239481642033247,775.4665417373393,0.499586326538591,321.36874360295786,0.2276799184337254,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
1,2016-09-16 10:51:31.750,470.43365649887687,0.2170328097814453,776.3101213160486,0.5006558430885741,368.3636907688699,0.2613474682018588,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
1,2016-09-16 10:51:32.250,468.8544575149961,0.2148889874332352,769.5703554846494,0.49211095736395555,385.7387488401062,0.2737950964601127,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
1,2016-09-16 10:51:32.500,456.1230118400857,0.19760556840783655,765.3953842863198,0.48681779841960454,397.1902266119001,0.2819990252024818,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
1,2016-09-16 10:51:32.750,444.6936020786827,0.1820897123799074,763.2747040616971,0.48412913376401107,415.84654604843377,0.295364559180043,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1,2016-09-16 10:51:33.000,442.6029379894688,0.17925155680685684,764.3100454857217,0.4854417719736413,447.37997107491606,0.3179553528815597,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
1,2016-09-16 10:51:33.250,447.281178998909,0.18560244591502,769.4430417513425,0.4919495450345814,422.19648236667456,0.2999137035011143,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,2016-09-16 10:51:33.500,452.11537022112486,0.1921650433352889,778.5896032686243,0.5035458415370879,382.583975013068,0.2715349916779106,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,2016-09-16 10:51:33.750,448.3442828247941,0.18704564956678488,787.4157387547414,0.5147358919046414,349.0897714579378,0.2475394808168133,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,2016-09-16 10:51:34.000,436.83798295834293,0.17142541231315783,790.4869766291998,0.5186297032516332,344.3137990736713,0.2441179366373753,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,2016-09-16 10:51:34.250,431.9316171230408,0.16476483512587586,783.6461886465395,0.5099567384869148,294.49869397008115,0.2084300035419542,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1,2016-09-16 10:51:34.500,435.8082188631301,0.1700274686067374,771.368166185423,0.4943902779482164,277.9549246454039,0.1965779170798781,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
